title,review_text,true_label
It literally stinks,"This hose is, unfortunately, very smelly. It works OK, though sometimes the lock while pulling out the hose doesn't engage, which can be frustrating. But the smell is very rough. I left it unwound in my shop for 3 months, hoping the smell would dissipate, but it has not. The hose still reeks.I will probably throw it away and buy something else.",0
Not a rehearsal but the real thing!,Saw this made for TV movies for the first time in 1982 and have been waiting ever since for a DVD. Great plot and stars and not really dated. Recommend highly.JBF,1
Wisdom of Teams a valuable reference for all organizations,"A must read for organizations, both business and government wishing to utilize the strength of teams to further performance and accountability.",1
OMG his voice changed!,"I was desperate to add some Fats Waller to my collection of backing tracks, so I didn't do as much research as usual...WHY IS A FEMALE VOICE USED FOR THE SAMPLE TRACKS? One never knows, do one?",0
HORRIBLE UNSAFE INGREDIENTS,"Buyer beware...It contains petroleum, mineral oil, a very cheap filler, SLS which is toxic to the body, and more bad chemicals including Methylparaben. I hope the professionals buying these products will take time to educate themselves and become more AWARE of these toxic and unsafe ingredients. If you don't believe me go look them up. I am a massage therapist and the last thing I would use is this product!",0
Great way to show off the 3D television.,"While I agree that this would serve very well as the intro video prior to an Airbus or Boeing factory tour, the 3D flight scenes are fantastic. There is clearly a blend, seamless, between true IMAX video and CGI. I have issues with parralax and the only time there was a problem was during the intro credits and a few scenes shot of a boardroom with the manufacturing facility reflecting on the glass between the meeting and the camera. I tend to close one eye during these shots since a focus for me is out of the question. The shot of the glider soaring through the mountains sold me, and it's only one of many shots that make the production an experience over just being a 3D gimmick.",1
"The perfect extension cord, IMHO","Forget the name Coleman -- a standard of quality and reliability for decades. Forget the fact that this made of super-rugged, high-capacity 14-gauge wire. Forget that this is a grounded 15-foot extension cord. Wait a second -- I think we've forgotten too much.What I mean to say is, when you put all these factors together -- the safety, toughness, dependability, and convenience of this extension cord, you might think it would cost $50. Wrong. $35? Wrong! It's a steal at only (insert actual price here).Seriously, folk -- you can never have enough high-quality extension cords, so do stock up!",1
"Terrible movie, very dark!","I purchased this movie for my three children over the weekend. Even my 11 year old thought this movie was sad and scary, let alone my 2 other younger children. Avoid at all costs! Wish I could return it!",0
"flippant, nihilistic, turgid, self-important","All of Pynchon's books are hard to read because of his twisted syntax, and this is no different.The story is about uninteresting, uninvolving people.The story seems to exhibit a fair amount of misogyny, since there is a climatic scene where the herione is shown to have undergone a number of horrible body modifications due to her greed and promiscuity. Futhermore, she is shown to be attacked, robbed, and fatally wounded by a group of street urchins while the hero looks on without acting to come to her aid. I found this to be very sickening.The rest of the book is very smug and arrogant too, in my opinion. I've put a lot of effort into trying to read Pynchon over the years, and I feel it has been entirely wasted. I am very bitter about this, I freely admit.",0
Unhelpful Card Order,"I found that this product was way more hassle than it was worth. I am studying Hebrew using BBH and thought these cards would be keyed to that grammer since the author's names are on it. However, best I can tell the cards are placed in word frequency order NOT the order of the vocabulary by chapters. Thus, I have hundreds of cards I have to rifle through and sort by chapter myself. Then in the end there are not cards for every vocabulary word in the grammer itself.Do yourself a favor- save time and money by writing out your own flashcards on notecards or paper. This is NOT WORTH IT!",0
"Please, spare me the reptile.","I am disturbed greatly by this film. Glenn Close is entirely unbelievable as a prisoner of war... more, a bourgeois / socialite / horror. The only thing that made me smile throughout the film was the lesbian subtext of Cate Blanchett and Frances (uber-german stoic) McDormand's relationship.",0
"Good product, easy to use",Good product. Good size. Easy to use. Only complaint so far is batteries only last about 24hrs.-bd,1
Not as useful as I expected,Time and place matter in Medieval Latin. I thought this dictionary would help with words introduced to Classical Latin by the rise of Christianity and with the altered sense of other words but I rarely found what I needed. Googling worked better than this volume.,0
High-minded gobbledegook,"After reading the reviews here, I could not wait to see Rushmore. I tried to place the hype out of my mind while watching. I was thoroughly disappointed. Yes, Jason and Bill acted their parts well. But that isn't saying much considering their roles were those of completely unlikable people. The plot was lame lame lame and without merit. What troubles me even more is the number of people who would rate this film as a ""Classic"". Hogwash. The extras are interesting, but it is difficult to be interested in extras when the film is completely uninteresting to begin with. Rushmore was a dud. Watch it once. But be most entertained by reading the reviews here.",0
These Shoes are made for walking.,"In the Merrill way these are great shoes. As my daughter says, ""Merrills are a hug for the feet."" Even though there are minimal straps they are in the right places and adjustable. These go everywhere! I love them.",1
Bad Product!!!,I couldn't use it for a single day. It totally didn't work from the first day.Never suggest anyone to buy it.,0
Amazing TV!,"This is my first foray into the world of HD, and am I impressed! I have spent the last 1-2 years drooling over the technologies of Plasma vs. LCD, and right up until the end, I was leaning LCD. In the end I chose plasma due to my watching predominantly sports.Most reviews I read raved about the quality of the Panasonics, so I went with them, and I can say without a doubt, it was the right choice. The HD picture is flawless, and I like that there is a custom setting that I can use. Sound quality is also very good for TV speakers. And I definitely recommend using HDMI; if you can't tell the difference in quality from component, you'll at least appreciate having fewer cables to deal with. My only complaint is the usual: screen glare (this is the model without the anti-glare coating); but I knew that going in, so...not a big deal.Overall, I highly recommend this TV. It was a bargain at $999 with quality matching sets costing twice that.",1
"But, really:","OK, so it makes a pint of mixed review ice cream and it's allegedly fun to use, but really, $35 ?????. I don't think so.",0
What a disappointment,"As a big fan of Faye Kellerman I was really looking forward tothis book being published. I bought it the day it came out. I washugely disappointed in it. It wasn't interesting, it wasn't well plotted and I was saddened by her choice to denigrate the Mormon faith. I have really loved reading her Rina Lazarus books and learning about the Jewish faith. I have respected the character of Rina Lazarus and her devotion. So I was quite surprised that Faye Kellerman could show such a lack of respect to another faith. It was also factually incorrect, in one scene she describes a Mormon girl at her first communion wearing a cross necklace. Mormons do not celebrate first communion, and they never use the symbol of the cross. Did she not do her research? How difficult would it have been to find out? It makes me wonder about the rest of her facts. How sad.",0
One of the coolest techno songs ever,"If you are looking for a cool techno/trance song then this is definitely one of them. I didn't care too much for the last two mixes but the rest (especially the second track) are great. The first time I heard this song was in the movie Formula 51 during the club sequence. I spent forever trying to find this song but finally found it here on Amazon. Get this cd if not only to get a good song but to burn music from this disk to make your own trance collection (which I did). Buy this, you won't regret it.Also, I recommend to anyone else who likes this music get The Thrillseekers cd Synathaesia. It has the mix used in Formula 51 as well.",1
Fresh take on a rotten subject.,"Max Brooks has to be considered the ultimate modern-day writer when it comes to zombies. Between 'World War Z' and his 'Zombie Survival Guide' a zombie fan like myself is in flesh-eating heaven. 'Z' is a true masterpiece of the form though, and should be required reading for any horror/zombie fan. The research into geography, history, weapons and language are first-rate in this novel. Mr. Brooks has come up with so many new and terrifying scenarios that would undoubtedly play out in a zombie infestation that he leaves the reader feeling as if this were a work of non-fiction. A perfect piece of literature (zombie or otherwise).",1
Not worth your money,Of the many books I bought on soap making this was the worst. It had no real information in it. It skimmed on all the topics but never really explained how or why. The books written in the early 1900 on soap were more helpful than this one.,0
Worst book I ever read,"I have lived in Savannah for a number of years, and as I read Mr. Porter's book, I could not help but ask if he'd ever been there, or to Georgia for that matter, at all. His geography is atrocious. Does he really think you go south from Darien to get to Savannah? All it takes is to look at a map! He also plagiarizes---basing his characters on other authors' creations, grabbing descriptions of famous entertainment personalities and libertines, etc. straight from the pages of biographies of them. This book is an insult to the city and people of Savannah, to the wonderful book written by Mr. John Berendt, and to anyone who makes the mistake of buying it, or even merely borrowing it from a library! It's a piece of trash!",0
Falls apart and tips over too easily,"This is a terrible toy for a child who is learning to pullup and walk! It is too light in the front, so when they try to pull up using the handle, it tips over on top of them. Also, the two little mail doors are the pop-in-the-hole type, so when my child leans on them trying to look behind them to see where the mail went or pull up on them, they fall off and she ends up falling and busting her head! Also, the three plastic ""mail"" cards are not attached and are always lost. After a week of watching it fall apart and taking care of numerous boo-boo's from her falling so much, I put the toy away for good.",0
great but broken,The product is a great learning tool for infants. It is also fine entertainment for little ones who cannot keep their eyes off it. The only problem is that this DVD came in broken. Since it was purchased as a gift and had to be replace in a timely fashion it became a total loss since returning would have taken too long.,0
movie,good movie. if only all the homeless had a happy ending . but real life isnt so kinda. still very good movie..,1
This Story Is Good For Halloween! Yohannes,"This story is outstanding because it has a lot of interesting details and Lizzie is funny when she calls her brother Booger. My favorite part was at the end of the story, but I'm not telling you what happens! The main characters in the story are Lizzie and Booger and Brian or ""Mr. Electricity"". The problem in this story is that Lizzie won't take Booger trick -or- treating with her. Lizzie really wants to go trick-or-treating with her friends, but her parents say she has to take Booger, or she can't go at all. The story is great, I think you should buy it!",1
Worth every penny!,"I get so much more use out of my Zen:Vision M player now because I can just plug it in to my television and play my music or the movies that I have loaded on it. The picture generated from the AVI files is very good; indistinguishable from a dvd on a standard television. I haven't tried it on an HD tv yet, but I suspect that it would not be as good. Nevertheless, it's great if you want to bring a library of movies/tv shows with you without the hassle of keeping up with them. I highly recommend this purchase. You won't regret it!",1
Another broken adapter,"I had this adapter for about a year before it broke on me. Its a shame, because it was so small and easily packable..",0
Winkler was the good part,"If you must watch this film, watch it for Winkler, who gives an interesting preview of his future role in ""Arrested Development"". Watching this movie for ""Prinz"" and ""Stiles"" is counterproductive. Not only have the actors ""failed to make the best"" of the script, the script was written from the viewpoint of the super-rich Hollywood elite who live lives with zero financial consequences. Thus, we watch as young adults walk out on culinary school, muse about becoming ""singer-songwriters"", and ""stop paying attention"" to their college plans. Much like the ""Friends"" genre that this movie shamelessly imitates, this is a ""time porn"" piece, where the characters have little else to do besides ""mature romantically"" and ""find themselves"". A movie for history's circular file.",0
ITS GREAT BUT NOT MUCH GORE!,"I dont see why so many people are putting this movie down. I guess it is because they were expecting more gore then was actually in the movie, and that may be because the critics and previews made it seem that way. Dont get me wrong, this movie does have its bloody parts, but its not that bad and its not nonstop violence. Now for the positives i would definatly say this is very original plot and you'll never guess who the killer actually is at the very end. The story is very good and there's lots of suspense(i dont know how you could fall asleep watching it because it at least has a good story, even if it's not that gory). It is quite entertaining and demented, and James Wan(the director)did a good job on his first movie. See it and watch it with an open mind and dont put it down because its not that gory, because i've seen pleanty of gory movies that suck and thats because it didn't have a good plot(example:Candyman)Thank you and enjoy the movie!",1
NOT the STUDENT EDITION!!!,"Even after searching through Google for the student edition, as well as on Amazon, this is the first option that pops up and even says Student Edition in the product description- very misleading!!",0
Warm towels anyone?,Found that the rack does just what the info said it would do.We have had no problems- we turn it on and off when we plan to use it.,1
Only for the Looks,"I bought this product to play on Rock Band 3. Now, I'm not a real drummer, so I don't use this for my full potential. However, after about 30 minutes of playing on Expert, one of the legs bent and I fell over. I attempted to force the bent leg into place, and continued playing. After about 15 minutes of playing, it bent again. This is not a quality product.",0
Lots of Web-specific Detail for the Advanced Programmer,">>Layout: good and easy to follow >>Content Relavence: I found the material to be very well put together and relavent to the topic of web related database design >>Examples: While not as detailed as a beginner would have liked, the examples were sufficient enough for an intermediate to advanced programmer to follow (hence the book's ""Accomplished to Expert"" User Level rating. >>Accompanying CD-ROM: Good examples with lots of source to see just how it's done.. This went a long way in assisting me in understanding other (larger) databases in Perl and Rexx. >>Price/Value: A bit pricey (but then again every technical book in Canada is). I found it close to the worth the money that I paid!",1
Very much like Edgar Rice Burroughs,"If you enjoyed the John Carter of Mars series, I think you'll enjoy this colletion of books. It's a bit darker than ERB as I remember them, but very much in the same genre.",0
Awesome,I LOVE this pan! I have five children and cook often. Stews and soups..it is great. It is heavy..but isn't that what a dutch oven should be? I love the color. It washes up beautifully..no staining. A great alternative to the more expensive brands. I recommend it!,1
there is nothing deluxe about this shaver,"I saw this at the drugstore for only $10 and thought I would give it a try. When I opened the the bulky plastic carrying case which is included with the item, the glass mirror which is attached to it fell off. Luckily it did not break. A cheap glue had been used to secure it. It included a personal groomer for ear and nose hair with an additional attachment for shaving other body hairs. But the personal groomer is so cheaply made that it cuts off if you move it quickly, and it barely cuts. The shaver itself is advertised as a ""pleasure of a gentle shave that leaves your skin amazingly smooth and soft to touch"". But you can run this thing all over your face all day and you will still have a five o'clock shadow. After using it a couple of times (why I tried it a second time I do not know), it is very apparent that this is, as another reviewer put it, a ""hunk of junk"". Paying ten cents for this item would be too much.",0
For the die hard science lover,"Great to learn more about pioneers of science, but really tough reading. Great bedtime reading unless ones interest lies with some of the scientists.",0
saludos,"La camisa es 100% original y demaciado comoda la recomiendo a los hombres de buen gusto, llego en el tiempo estimado",1
Descriptive & poetic but boring and not kid friendly,"I'm going to have to agree with the person who said they don't understand why this book got a Newberry award. I get that it's poetic. Every sentence is loaded with poetic adjectives, but as far as the story goes I'm not really following it. Half the book is in italics, and it's Dullsville. I don't think kids would enjoy this book. It's more of a Kidlit book for adults.",0
Great product,"To answer a few questions...It's a 6"" utility knife, a 3 qt. pot, and the book is called ""The Cooking Club Cookbook."" I think these products are great, this set sells for [$$$] at other stores and would be worth every penny. I've owned it for a month now and it is the best pot and knife I've ever owned. Be aware that there are at least two different versions of this set available, the other contains an 8"" square tray instead of the knife, and an additional utensil.",1
Delta Mortising Manchie 14-651,"I purchased this through Amazon and it came well packed and undamaged, unlike some other reviews I read. Perhaps they changed the packing system. Assembly wasn't too bad however putting the piston on was rather awkward as you have to compress it a little to make it fit. Fence was square to the table which is a must with one of these. I cut 16 3/8"" mortises into Oak with relative ease as the large handle gives you plenty of leverage. So far I'm pleased with the tool and like it's rugged construction and large Cast iron table.",1
real cranberries,"I just can say i love this album for the simple reason it is the first one and never equaled in sound, elegance, quality, essence, delicate sadness and youth. It is incomparable and it deserves to be listen by good and pacient tastes in post XX century pop music.I do recomended.(...)",1
THIS IS A GREAT WORKOUT,"This is a very old workout, but it still works better than the more popular ones today. I don't admire Jane, but I do like this workout.",1
For beginers,If you're just getting started and you don't have a lot of money then this is a good strap to start with. It doesn't cost a lot cause it's nothing special. Just something to get you by and it will do a good job at that.,1
Hideously boring,"This may be an interesting historical story, but, it needs to be condensed to about 20 min. No dramatic tension, pacing that would make Russian directors happy. Basically, a very long high school history class movie that, while perhaps historically acurate, makes you long for the buzzer.",0
A good read from Bob,An interesting take on life from the mind of Mr. Newhart. He has a dry comedic mind that I wish more people would had. By George he wrote a history of his own life through his eyes. A funny bookfrom a funny man in a funny world..,1
Is anyone else tired of Eminem?,I dont know what this guys deal is but every year he gets worse and worse. What is he rapping about? What is he rebelling against? Why is always angry? Whatever it is hes almost got me convinced that platinum selling rich white boys have it rough. But now Eminem has a whole new crew full of guys that dont really do anything but try to look thugged out in his videos. Hopefully Eminem can drop his own White Album and stay out of the game just like Jay-z for the rest of his life and make the hip hop world happier.,0
This Album Sucks,"Listen people, don't buy this album. This album is garbage. This album is less than nothing. The maximum amount of starts I would give it would be -5. But the lowest is a 1 of course. Fifty is garbage and this album should have never been released. The dumbest thing he could do is kick the Game out of G-Unit. Please people, DO NOT, I REPEAT, DO NOT BUY THIS ALBUM!!! Save your money and go buy Untold Story or The Documentary from the Game. Once again, THIS ALBUM IS GARBAGE, YOU SUCK FIFTY!!!!!!!!!!!",0
"Semi-watchable, but no triumph","I have to agree fully with Alexiel's fine review of this film; there's no point in repeating what's been said so eloquently already. It's worth finding and reading. I will add, however, that after seeing this as well as her earlier stuff,it's beyond painfully obvious that Breillat has an agenda and it doesn't include liking men. Her female character's sweeping statements about all men in general are insulting and unintelligent, and having a gay man speak for all men about how they view women is naturally, a bit skewed from the git-go. The sex isn't erotic in the least, and the shock value is so obviously there to shock, it just ends up as cinematic sludge.This is simply not an artistic film, but a dry and fairly pointless one. The ending in particular borders on inane.",0
NO...This Isn't Great At All!,"The Cheetah Girls are...ok. I love the movies, and the first and second soundtracks to their movies are really good.But, with their studio debut album, TCG, the spark isn't their. The only songs on the album that are good, are ""All In Me,"" and ""Homesick.""I'm glad Raven left the group, because he 2008 self-titled album was way better than this album.Also, I could really care regardless whether people disagree with me.",0
Monster Dogs tries so hard but accomplishes so little,"Like a movie whose trailer is much more satisfying than the actual film, Monster Dogs entices with the superb cover art and interesting premise but leaves the reader disappointed. In a futile attempt at providing enlightening commentary on such aspects of the human condition as celebrity, belonging, and friendship, Monster Dogs ultimately can't get out of its own way. In her efforts to be profound the author ignores any attempt at telling an interesting story. One example is the scattering of dream sequences throughout the story which serve only to be cryptic abstract excursions that reveal nothing of value or interset about the narrator. In the beginning, Monster Dogs promising to be a fun and enjoyable read, but in the end fails miserably to deliver.",0
"A Wonderful, Suspenseful Mystery Worth Reading!!!",Out of all of Duncan's books this is my favorite. I was home sick one day and I could not put this book down. The thrill and suspense in the novel was phenomonal. I recommend this book to anyone and everyone!,1
A triumph of the imagination,"Francois Schuiten is one of the most accomplished artists working in the field.This handsome trade paperback reunites three graphic novels that comprise the Hollow Grounds cycle.Worth mention is the excellent arguments by his brother Luc.CARAPACES - Actually a collection of six stories that displays Schuiten's versatility, experimenting with a series of techniques.ZARA - Zara is a vertical planet inhabited entirely by woman that never experimented ""conventional"" sex with men.After the arrivalof invaders with ""vines"" below their waists, things take a bizarre and often amusing turn.Zara is a marvelous blend of satire, adventure and science fiction that should appeal for fans of trippy european comics.NOGEGON - Another baroque, amazing and wild adventure.This time a character from Zara goes in search of a missing friend andbecomes embroiled in a plot involving symmetry and murder.",1
I would give it 10 STARS if I could...,"My only critism of this CD, is that it did not include the original version of 'Go away'. Then again, maybe that one should have been include on the 12"" CD release. The recording quality is second to none. They used the original cover of the first released vynil, so none of the bonus tracks are on the back cover track listings. This is made up by the pull out bilingual sleeve and includes lyrics too! These songs are just as fresh today as they were in 1985. A testiment to the timelessness of the quality of Rose McDowall and Jill Bryson's superb musical skill and insights. Most would catagorize this ""PopGothic"", but it is more than just an inane label. It's ART and it sould be comtemplated and pondered upon as such. My favorite tracks? All of them and the album should be listened to as one set piece and judged as such.",1
Put a Quarter in the Juke and Boogy 'till You Puke,"I read the first section of ""Hannibal."" All I can say is, WOW! I came away envious of Harris' writing ability. . .It's not diminished one bit since ""Silence.""I saw the movie version of ""Silence,"" then read the book. The book was better, which is saying a lot since the movie blew my mind.I hope Hopkins and Foster reunite to do this movie. Sir Anthony Hopkins has said that he's retiring from acting, though. We'll see.",1
Supplement facts have changed,"I first bought this Krill oil based on 1.5 mg of Astaxanthin contained in the softgel. I bought this about 7 months ago and was pleased. I re-ordered, what I thought was the same product only to find out that this very important ingredient was reduced to .480 mg. I wish that I had known about this change prior to my purchase. I contacted the distributor and all they could do was apologize.",0
we must feel bad that this was our Poet Laureate,"Pinsky is in love with being a poet, but his poems don't mean anything to the rest of us. This book is a perfect example of this. We are supposed to admire him, not read him, and I find it a shame that this lousy work got him a Luareateship.",0
This book put Holistic Women's Health Care on the map!,"As a holistic OB/GYN medical doctor, I have found Dr. Northrup's excellent and unique book very useful professionally, and often recommend it to my patients. It can help women heal deeply, not just mask symptoms. Her newsletter, Health Wisdom for Women, is also very practical and useful, although unfortunately it has been corrupted at times by monetary and commercial interest. The new edition of the classic Women's Bodies, Women's Wisdom, as well as her many tapes, are highly recommended to any woman interested in taking charge of her own health.",1
worse of all,This shaver is the worse one yet for me to try on my legs.. Leaves me cuts and rashes even when i try and shave slow and steady.. But thats what u get when its you buy something cheap,0
Where are the brownies?,"I must admit that this is the only time I can say I am disappointed with Amazon. I ordered this item for Christmas, it is now the 24th and has not yet arrived despite being told it was shipped awhile ago. It looks like a great product, my 18 year old son wanted it. Something fun for when friends are over. Hope it arrives some day so we can see",0
Dated and linear,Dated and linear but with a good McGuffin. I had to finish it but after it went straight in the bin. I couldn't think of anyone else who might want to read it,0
Powerful helpf for children and adults,"This little book explains a very important issue for children and adults-you are allowed to have feelings. It shows a charmingly drawn little guy who progressively covered up more and more of his feelings when they became inconvenient for his parents and others. But, one day he made a friend who told him ""I'm not really like you...My tough and anger are only patches to hide my fear and lonely."" Very powerful.",1
"Perfect for Middle School Math & ""Read Across America""","As a teacher, I've used this book for several years as a ""read-aloud"" in my sixth grade math classroom. I time it with my geometry units. It's a hit every time. The kids truly love it, and ask great follow-up questions. The book explains the math involved in finding the circumference of the earth 2000 years ago. The language and great illustrations make the math easy to understand. Since the students also read mythology in reading class, it's a perfect cross-curricululm connection. In the past two years, I've timed it to coincide with the ""Read Across America"" movement on March 2.",1
They do the job,"I was trying out different breastpads, this among them. It came with a trial pair of the nighttime pads, they're thicker and worked great. The daytime version works very well, they're soft and cushy with a nice contour. They'd be perfect if there was a second sticky pad. As they are, they travel all over my bra or nursing tank and get flipped down when I go to nurse. It's a trial to get it back in place when I'm trying to 'zip up' after nursing, with a curious 4 month old looking and squirming around I'm fumbling with a bunched up nursing pad. In a pinch I'd definitely pick up a package but my primary will be lansinoh's disposables.",1
Not exactly one of her best,"I was disappointed with the maturity level of Henrietta. Granted she was 16, but she was a spoiled little girl from the beginning to the end. The moral of the story shouldn't be ""it's alright to do things for people as long as you believe it's right."" Henrietta demonstrated a distinct selffishness that disappointed me in the end.",0
pleased,"Was delighted with construction of Spindle Rocking Chair. Solid and a beautiful finish. The seat is alittle slim and the back a bit straight, but my 2 and 3 year old grandchildren do not seem to mind. Was a great choice and dad had no problems puting it together. All the pieces and tools were included.",1
Mystery Walk rocks!,"This is a marvelous book. I was hooked within the first few pages of the book. I couldn't put it down until I reached the end. It's a wild roller-coaster ride of emotions. I found it to be one of those books that when I finished reading it, I still wanted to read more about the characters and continue the adventure of the Mystery Walk. Robert McCammon's writing and storytelling are amazing. You can read his work and never have to realize that you are reading. You can just totally lose yourself in the fiction. I also very much enjoyed Robert McCammon's Swan Song and Boy's Life and I will surely be reading more of his work.",1
no sap love story: a shocker.,"some books/flics deserve our stars because they offer glimpses--a brief moment of participation-- in an ""other"" way of living in this world. i read the scribblings of Charles Bukowski for this very reason.Butterfly Kiss is a serious movie about love. at times frightening, it is a tally of sordid plot, extremely believable characters, and offers a serious chance to view a relationship and things most folks would never care to experience in person. both powerful and disturbing, but very well done. At the close of the movie i remember wanting to see Butterfly Kiss again, tho at the same time unsure that my spirit could handle/endure a",1
No description?????,"I have wasted money and time by purchasing pre-order items in the past. If you really want to see the very few interviews Michael Jackson agreed to doing (Oprah, Walters & Bashir) simply log onto You Tube. You'll save your money and it's not a waste of time.",0
Sleeping Stranger,This is one of the best books I have read in years. I was hooked from the first page. It is obvious that Mary Blue did her research not only into the many pantheons of mythology but also into the subtle nuances of the dieties. She played upon them brilliantly. When one reads the acknowledgements it becomes clear that the suffering endured by the heroine Hope has been Ms. Blue's suffering as well. The adventures are authentic and fun. I've never been to Sturgis but I can really imagine what it must be like. The book begins in another realm but comes to earth and covers the country from east to west with gorgeous detail all the way. The characters are people I am sure I know! Her artistry at exposing the fractured mundane aspects of the seemingly deified and then shining a light on the divinty in all of us is touching. I hope she is planning a sequel.,1
Excellent excellent book,"I have enjoyed this book enormously throughout. While there are a fairly large number of radar books available, this is the first that I have read that lays out the signal processing aspects of radar in such a coherent, pedagogically sound, and self-contained way, generally from first principles. For example, the exposition of slow and fast time processing throughout the book was very illuminating, as was the connection drawn between the Neyman-Pearson receiver and the matched filter. The only other text I have seen that combines such clarity of vision, readability, and rigor is the book by Peebles, which unfortunately has little material on digital radar signal processing.",1
Love this video!,"Really fun and energizing! I love doing this. Love the exercises, especially the floor work. I've been doing this ~2x a week from weeks 13 to 25 and think it has really contributed to me feeling great!",1
Addictive Rock - Incredible Band,"I was picking up U2's new one in Virgin and I found the Upwelling album next to ""Veritgo"". I gave them a whirl on the sound station and the sound just grabbed me. It didn't cost much and about the 7th time through this EP - I was addicted. It's melodic, explosive rock, makes me think of an alternative Peter Gabriel hanging out with Pink Floyd with a twist of U2 edge. The vocals are a little in background and it took me a few more listens to catch all the words but everything just blends together so smoothly!This is an exciting band, I actually caught them live and they rocked the house. It will be interesting to see what their next release will be like as they had a number crowd pumping songs. It's great to catch a young band with so much talent right before they explode into the mainstream.",1
Not Knots for beginners,"This book has some examples of macrame jewelry with beads and small cord. The illustrations are poorly drawn. The directions are not clear. The book would be better for more experienced macrame enthusiasts or people who know the knots. It would work well for persons giving a class in macrame, but it is not for the beginner.I tried the simple plant hanger, but the instructions about the ""wrap"" were vague. The illustrations were not clear. There were no reccomended distances between knots to get any particutlar result.",0
"good product, 1 fault","I purchased this for my Toyota FJ Cruiser. It was super easy to change the combo, and install.The only down side i have with it, is that its not flush with my hitch. there is about a 3/4 inch gap between my hitch and the back of the drawer. BUT that might just be a Toyota thing, if the pin-holes on my hitch were back further there would be NO problem.It hasn't rained enough to see how it does to keep the water out.I'm keeping my key in a plastic bag, just for extra coverage.I like it so far.",1
Very Good,"A page-turner that invokes history, which I love, like Craig Furrnas' novel THE SHAPE, and such books, so if you're inclined toward thrillers with some ""throw back"" plotting, you'll love THE DA VINCI CODE.",1
"It is a classic epic, a complete story from beginning to end","Costner has created a real hero. As with many real life heroes, this one is created mostly by accident. The Postman begins as a humble traveling storyteller and ends up being the story. The common people are looking for someone (as we always are) to lead them out from the post war chaos. While the antagonist wants to impose a dictatorship on the people, the Postman becomes, by accident, their hope to restore the United States of America. In the end, it is the people who make the Postman a hero, and in that one critical moment, he answers the call. It is a truism that our heroes are usually not all the bad things they did but their glorious moment in the sun.",1
The bond between mother & child truly captured,"While this film is dated now, in black & white with quite loud & slapped-on background music, the essence of the story of a mother separated from her small child during the 2nd world war, then the journey that their search for each other takes them through, is absolutely captivating. The performances of the actors are quite stilted excpet for the small boy who is natural & believable. His is simply brilliant. Definitely a film I could watch more than once.",1
Junk,This broke before I had even finished installing it. It will not last (didn't even last five minutes with me). You're much better off with a more expensive alternative.,0
Its a good game,"Well 1st off I expected it to have more levels. In frontline it had 19 levels. In rising sun it only has 10 levels. Though they are levels are longer, rising sun is not worth $50. I would say more like $40. I would strongly recommend renting it 1st",1
Ordered Two!,"This is the best wine opener on the market! I have one already and have used it for over a year. It is easy to use, is portable, and the parts last. I spent alot of money on other openers, only to have them break or fall apart after minimal use. I ordered two more Oster Electric Wine Openers for gifts to friends that wanted to know where to get one like mine.",1
Super cute,This item arrived on time and as expected.It is super plush and perfect for little girl play. Better price than department store.,1
wasted portrayal,"I was staying up late one night and happend to catch this movie late on the T.V.It starded off great, and looked like it was going to be really good. Then about 15 minutes(or somewere around that) the movie took a downward spiral toward being a cheap, and not as ambitious as it looked like it was going to be.First of all the acting was bad, and a movie like this one proves how important good acting is to a very much talked about subject matter like this one.2nd of all the movie is not that realistic. I realize the things that Ed Gein really did were far out, but this film just lacks an imortant realisitic aspect to it. For example. In one sceen Ed Gein shoots a female baretender, then while she is still alive, Ed drags her accross the floor and puts her into his truck, and takes her home. She kinda acts angery at Ed rather than fighting for her life.Bottom Line: If your want to no more about the subject, look elase where. If you must see it. Rent it. Don't spend to much on it.",0
Tasty!,"I liked this bar. It had a good balance of flavor and wasn't overly sweet. I would have preferred that there was a bit more protein in it, but it works as a ""snack"" bar.",1
This book helps if you've some experience.,"If you've built your own PCs at home and have a couple of years of experience using Windows, this book is enough to help you pass the A+.The Hardware part is great and very detailed.The OS part is adequate but doesn't really hit the marks on the exam. I had to rely on my pc experience to pass the OS exam.Overall, any person with a decent amount of PC knowledge will pass the A+ exams with no problem using only this book.",1
Burn Notice / Season 2,"Season 2 Better than Season 1, Funny,Fast good story lines looking farward to season 3 and more",1
beautiful,she was beautiful. this is a fascinating collection of her songs and unique voice. buy it.,1
"Five stars, not two.","I wrote a review a while back stating that this album bored me, etc. Shame shame shame. After listening to it more over time, I realized that in order for this album to be properly enjoyed, it has to be listened to in the right context. By that, I mean it's best enjoyed on a lazy, sunny afternoon or evening, when you're feeling chill and haven't a care in the world. By that merit, I love this album, but it really takes a lot of getting used to, more so than any other album I've owned. That is probably because this is easily the most unique album I've owned. Five stars for this album, Amazon wouldn't let me change my rating!",0
smears everywhere,"Be careful with these, because the ink will NOT stay on! It smears very easily, and is definitely NOT waterproof! It washes off right away. I even tried coating it with water-resistant spray, and it still didn't work. Such a disappointment.",0
Tripe,"Lazy, childish, a complete waste of my time. While it's easy to say Althalus is not as good as Belgarian etc, Eddings has almost lost me as a fan - The next book will have to deliver the goods. Enough of the cute/naughty/pouting Gods and kiddy humour. If I hear 'yes dear' or 'yes pet' one more time I'll scream. Stay away from this book. Rubbish, how could his editors let this one through?",0
